Date	Temp	Press	Counts	PCC	Err PCC	PTCC	Err PTCC
01/02/2026 13:00:00	16,8	854,67	14111	13890,96	119,33	13930,10	118,41
01/02/2026 14:00:00	17,2	854,54	14043	13820,99	119,33	13868,81	118,41
01/02/2026 15:00:00	17,4	854,39	14069	13843,08	119,33	13895,42	118,41
01/02/2026 16:00:00	17,7	854,41	13960	13736,30	119,32	13794,85	118,40
01/02/2026 17:00:00	17,8	854,79	13993	13777,58	119,32	13838,52	118,41
01/02/2026 18:00:00	17,2	854,89	14039	13825,20	119,33	13873,04	118,41
01/02/2026 19:00:00	17,1	854,78	14080	13863,01	119,33	13908,75	118,41
01/02/2026 20:00:00	17,1	854,88	14133	13917,54	119,34	13963,46	118,42
01/02/2026 21:00:00	17,0	855,05	14077	13866,36	119,33	13909,89	118,41
01/02/2026 22:00:00	16,7	855,11	14058	13849,05	119,33	13885,85	118,41
01/02/2026 23:00:00	16,4	854,86	14171	13954,49	119,34	13984,86	118,42
02/02/2026 00:00:00	15,8	854,74	14204	13984,16	119,34	14001,16	118,42
02/02/2026 01:00:00	15,9	854,35	14103	13875,60	119,33	13894,69	118,41
02/02/2026 02:00:00	15,8	853,81	13902	13665,41	119,32	13682,02	118,40
02/02/2026 03:00:00	15,8	853,76	14074	13833,31	119,33	13850,13	118,41
02/02/2026 04:00:00	15,6	853,46	14082	13834,18	119,33	13846,57	118,41
02/02/2026 05:00:00	15,0	853,14	14148	13891,53	119,33	13890,64	118,41
02/02/2026 06:00:00	14,7	853,44	14073	13824,88	119,33	13817,36	118,41
02/02/2026 07:00:00	14,4	853,75	14051	13810,47	119,33	13796,34	118,40
02/02/2026 08:00:00	14,4	854,03	14145	13909,42	119,34	13895,19	118,41
02/02/2026 09:00:00	14,4	853,73	14035	13794,28	119,33	13780,17	118,40
02/02/2026 10:00:00	14,8	854,09	14312	14075,07	119,35	14069,66	118,43
02/02/2026 11:00:00	14,9	854,01	14123	13887,32	119,33	13884,21	118,41
02/02/2026 12:00:00	15,1	853,65	14205	13959,49	119,34	13960,82	118,42
02/02/2026 13:00:00	15,1	853,39	14245	13992,67	119,34	13994,00	118,42
02/02/2026 14:00:00	15,1	853,43	14162	13912,07	119,34	13913,40	118,41
02/02/2026 15:00:00	15,2	853,59	14147	13901,08	119,33	13904,64	118,41
