Date;Counts
2026-01-20 00:36:00;74,612
2026-01-20 00:37:00;71,124
2026-01-20 00:38:00;76,623
2026-01-20 00:39:00;74,488
2026-01-20 00:40:00;69,977
2026-01-20 00:41:00;76,258
2026-01-20 00:42:00;70,13
2026-01-20 00:43:00;75,311
2026-01-20 00:44:00;75,208
2026-01-20 00:45:00;73,632
2026-01-20 00:46:00;72,628
2026-01-20 00:47:00;74,302
2026-01-20 00:48:00;75,73
2026-01-20 00:49:00;75,422
2026-01-20 00:50:00;72,398
2026-01-20 00:51:00;73,565
2026-01-20 00:52:00;73,98
2026-01-20 00:53:00;74,804
2026-01-20 00:54:00;76,703
2026-01-20 00:55:00;74,778
2026-01-20 00:56:00;74,65
2026-01-20 00:57:00;75,203
2026-01-20 00:58:00;76,876
2026-01-20 00:59:00;75,8
2026-01-20 01:00:00;77,596
2026-01-20 01:01:00;74,152
2026-01-20 01:02:00;73,988
2026-01-20 01:03:00;71,593
2026-01-20 01:04:00;77,263
2026-01-20 01:05:00;74,289
2026-01-20 01:06:00;75,532
2026-01-20 01:07:00;74,606
2026-01-20 01:08:00;77,097
2026-01-20 01:09:00;74,212
2026-01-20 01:10:00;75,342
2026-01-20 01:11:00;78,172
2026-01-20 01:12:00;78,075
2026-01-20 01:13:00;74,535
2026-01-20 01:14:00;76,643
2026-01-20 01:15:00;74,754
2026-01-20 01:16:00;76,54
2026-01-20 01:17:00;73,737
2026-01-20 01:18:00;76,628
2026-01-20 01:19:00;75,283
2026-01-20 01:20:00;78,537
2026-01-20 01:21:00;77,371
2026-01-20 01:22:00;81,771
2026-01-20 01:23:00;77,002
2026-01-20 01:24:00;77,78
2026-01-20 01:25:00;73,809
2026-01-20 01:26:00;75,084
2026-01-20 01:27:00;75,826
2026-01-20 01:28:00;73,451
2026-01-20 01:29:00;76,046
2026-01-20 01:30:00;74,163
2026-01-20 01:31:00;78,108
2026-01-20 01:32:00;74,248
2026-01-20 01:33:00;73,199
2026-01-20 01:34:00;75,234
2026-01-20 01:35:00;77,588
2026-01-20 01:36:00;78,257
2026-01-20 01:37:00;73,326
2026-01-20 01:38:00;76,682
2026-01-20 01:39:00;76,205
2026-01-20 01:40:00;73,423
2026-01-20 01:41:00;74,615
2026-01-20 01:42:00;76,722
2026-01-20 01:43:00;78,324
2026-01-20 01:44:00;78,923
2026-01-20 01:45:00;75,86
2026-01-20 01:46:00;76,602
2026-01-20 01:47:00;78,874
2026-01-20 01:48:00;74,888
2026-01-20 01:49:00;75,447
2026-01-20 01:50:00;75,391
2026-01-20 01:51:00;74,572
2026-01-20 01:52:00;76,762
2026-01-20 01:53:00;76,368
2026-01-20 01:54:00;74,935
2026-01-20 01:55:00;77,017
2026-01-20 01:56:00;77,339
2026-01-20 01:57:00;76,386
2026-01-20 01:58:00;78,678
2026-01-20 01:59:00;77,491
2026-01-20 02:00:00;76,985
2026-01-20 02:01:00;75,968
2026-01-20 02:02:00;77,216
2026-01-20 02:03:00;76,392
2026-01-20 02:04:00;75,793
2026-01-20 02:05:00;75,588
2026-01-20 02:06:00;76,769
2026-01-20 02:07:00;80,098
2026-01-20 02:08:00;75,46
2026-01-20 02:09:00;83,582
2026-01-20 02:10:00;78,616
2026-01-20 02:11:00;78,856
2026-01-20 02:12:00;78,456
2026-01-20 02:13:00;75,586
2026-01-20 02:14:00;72,942
2026-01-20 02:15:00;76,843
2026-01-20 02:16:00;78,868
2026-01-20 02:17:00;78,868
2026-01-20 02:18:00;75,759
2026-01-20 02:19:00;75,303
2026-01-20 02:20:00;75,967
2026-01-20 02:21:00;76,038
2026-01-20 02:22:00;77,218
2026-01-20 02:23:00;78,833
2026-01-20 02:24:00;77,708
2026-01-20 02:25:00;83,153
2026-01-20 02:26:00;76,411
2026-01-20 02:27:00;77,22
2026-01-20 02:28:00;77,866
2026-01-20 02:29:00;79,856
2026-01-20 02:30:00;77,395
2026-01-20 02:31:00;78,652
2026-01-20 02:32:00;77,603
2026-01-20 02:33:00;78,614
2026-01-20 02:34:00;78,348
2026-01-20 02:35:00;76,385
2026-01-20 02:36:00;77,086
2026-01-20 02:37:00;77,358
2026-01-20 02:38:00;78,809
2026-01-20 02:39:00;76,832
2026-01-20 02:40:00;81,74
2026-01-20 02:41:00;78,278
2026-01-20 02:42:00;78,24
2026-01-20 02:43:00;78,938
2026-01-20 02:44:00;81,463
2026-01-20 02:45:00;75,276
2026-01-20 02:46:00;77,87
2026-01-20 02:47:00;75,614
2026-01-20 02:48:00;76,253
2026-01-20 02:49:00;77,908
2026-01-20 02:50:00;77,648
2026-01-20 02:51:00;80,325
2026-01-20 02:52:00;74,154
2026-01-20 02:53:00;75,333
2026-01-20 02:54:00;79,434
2026-01-20 02:55:00;75,088
2026-01-20 02:56:00;77,724
2026-01-20 02:57:00;79,174
2026-01-20 02:58:00;79,924
2026-01-20 02:59:00;76,997
2026-01-20 03:00:00;77,027
2026-01-20 03:01:00;79,451
2026-01-20 03:02:00;79,276
2026-01-20 03:03:00;80
2026-01-20 03:04:00;79,947
2026-01-20 03:05:00;76,205
2026-01-20 03:06:00;81,145
2026-01-20 03:07:00;78,778
2026-01-20 03:08:00;78,098
2026-01-20 03:09:00;81,582
2026-01-20 03:10:00;80,332
2026-01-20 03:11:00;77,626
2026-01-20 03:12:00;77,585
2026-01-20 03:13:00;78,32
2026-01-20 03:14:00;74,804
2026-01-20 03:15:00;78,579
2026-01-20 03:16:00;80,859
2026-01-20 03:17:00;78,364
2026-01-20 03:18:00;78,944
2026-01-20 03:19:00;80,229
2026-01-20 03:20:00;79,984
2026-01-20 03:21:00;79,943
2026-01-20 03:22:00;77,052
2026-01-20 03:23:00;78,623
2026-01-20 03:24:00;74,385
2026-01-20 03:25:00;79,302
2026-01-20 03:26:00;77,807
2026-01-20 03:27:00;80,162
2026-01-20 03:28:00;77,137
2026-01-20 03:29:00;76,668
2026-01-20 03:30:00;77,708
2026-01-20 03:31:00;77,551
2026-01-20 03:32:00;77,801
2026-01-20 03:33:00;79,867
2026-01-20 03:34:00;75,018
2026-01-20 03:35:00;79,471
2026-01-20 03:36:00;80,069
2026-01-20 03:37:00;79,932
2026-01-20 03:38:00;76,442
2026-01-20 03:39:00;76,789
2026-01-20 03:40:00;78,192
2026-01-20 03:41:00;82,687
2026-01-20 03:42:00;78,722
2026-01-20 03:43:00;76,355
2026-01-20 03:44:00;78,445
2026-01-20 03:45:00;83,315
2026-01-20 03:46:00;79,963
2026-01-20 03:47:00;82,589
2026-01-20 03:48:00;79,529
2026-01-20 03:49:00;78,626
2026-01-20 03:50:00;77,035
2026-01-20 03:51:00;77,612
2026-01-20 03:52:00;79,284
2026-01-20 03:53:00;78,807
2026-01-20 03:54:00;79,908
2026-01-20 03:55:00;77,419
2026-01-20 03:56:00;81,036
2026-01-20 03:57:00;82,607
2026-01-20 03:58:00;80,261
2026-01-20 03:59:00;80,118
2026-01-20 04:00:00;80,212
2026-01-20 04:01:00;78,696
2026-01-20 04:02:00;77,921
2026-01-20 04:03:00;75,569
2026-01-20 04:04:00;77,833
2026-01-20 04:05:00;80,077
2026-01-20 04:06:00;78,288
2026-01-20 04:07:00;82,083
2026-01-20 04:08:00;79,742
2026-01-20 04:09:00;81,314
2026-01-20 04:10:00;79,104
2026-01-20 04:11:00;76,513
2026-01-20 04:12:00;80,104
2026-01-20 04:13:00;78,655
2026-01-20 04:14:00;77,472
2026-01-20 04:15:00;81,695
2026-01-20 04:16:00;79,804
2026-01-20 04:17:00;81,85
2026-01-20 04:18:00;76,824
2026-01-20 04:19:00;78,993
2026-01-20 04:20:00;79,381
2026-01-20 04:21:00;78,116
2026-01-20 04:22:00;78,734
2026-01-20 04:23:00;79,746
2026-01-20 04:24:00;83,554
2026-01-20 04:25:00;80,933
2026-01-20 04:26:00;80,11
2026-01-20 04:27:00;78,512
2026-01-20 04:28:00;78,743
2026-01-20 04:29:00;81,452
2026-01-20 04:30:00;80,241
2026-01-20 04:31:00;83,875
2026-01-20 04:32:00;80,568
2026-01-20 04:33:00;79,317
2026-01-20 04:34:00;80,145
2026-01-20 04:35:00;81,872
2026-01-20 04:36:00;76,217
2026-01-20 04:37:00;77,87
2026-01-20 04:38:00;80,224
2026-01-20 04:39:00;80,326
2026-01-20 04:40:00;78,667
2026-01-20 04:41:00;82,184
2026-01-20 04:42:00;80,183
2026-01-20 04:43:00;78,775
2026-01-20 04:44:00;80,714
2026-01-20 04:45:00;83,94
2026-01-20 04:46:00;78,203
2026-01-20 04:47:00;77,742
2026-01-20 04:48:00;79,716
2026-01-20 04:49:00;82,058
2026-01-20 04:50:00;81,166
2026-01-20 04:51:00;78,115
2026-01-20 04:52:00;79,851
2026-01-20 04:53:00;81,07
2026-01-20 04:54:00;78,614
2026-01-20 04:55:00;82,656
2026-01-20 04:56:00;80,399
2026-01-20 04:57:00;81,923
2026-01-20 04:58:00;79,101
2026-01-20 04:59:00;78,891
2026-01-20 05:00:00;76,504
2026-01-20 05:01:00;80,019
2026-01-20 05:02:00;81,262
2026-01-20 05:03:00;79,314
2026-01-20 05:04:00;81,954
2026-01-20 05:05:00;77,952
2026-01-20 05:06:00;80,796
2026-01-20 05:07:00;78,585
2026-01-20 05:08:00;82,546
2026-01-20 05:09:00;83,342
2026-01-20 05:10:00;78,906
2026-01-20 05:11:00;76,511
2026-01-20 05:12:00;77,072
2026-01-20 05:13:00;79,136
2026-01-20 05:14:00;80,701
2026-01-20 05:15:00;80,859
2026-01-20 05:16:00;79,171
2026-01-20 05:17:00;78,559
2026-01-20 05:18:00;78,156
2026-01-20 05:19:00;79,177
2026-01-20 05:20:00;77,958
2026-01-20 05:21:00;78,556
2026-01-20 05:22:00;80,501
2026-01-20 05:23:00;78,984
2026-01-20 05:24:00;82,917
2026-01-20 05:25:00;80,197
2026-01-20 05:26:00;82,579
2026-01-20 05:27:00;86,013
2026-01-20 05:28:00;80,483
2026-01-20 05:29:00;81,966
2026-01-20 05:30:00;80,043
2026-01-20 05:31:00;79,031
2026-01-20 05:32:00;78,871
2026-01-20 05:33:00;79,212
2026-01-20 05:34:00;84,202
2026-01-20 05:35:00;78,002
2026-01-20 05:36:00;79,002
2026-01-20 05:37:00;80,621
2026-01-20 05:38:00;79,305
2026-01-20 05:39:00;84,205
2026-01-20 05:40:00;79,24
2026-01-20 05:41:00;78,562
2026-01-20 05:42:00;80,585
2026-01-20 05:43:00;78,513
2026-01-20 05:44:00;81,876
2026-01-20 05:45:00;83,092
2026-01-20 05:46:00;78,582
2026-01-20 05:47:00;80,812
2026-01-20 05:48:00;83,565
2026-01-20 05:49:00;79,025
2026-01-20 05:50:00;79,665
2026-01-20 05:51:00;80,392
2026-01-20 05:52:00;77,236
2026-01-20 05:53:00;81,762
2026-01-20 05:54:00;84,206
2026-01-20 05:55:00;78,946
2026-01-20 05:56:00;82,102
2026-01-20 05:57:00;81,899
2026-01-20 05:58:00;78,92
2026-01-20 05:59:00;81,066
2026-01-20 06:00:00;78,356
2026-01-20 06:01:00;81,522
2026-01-20 06:02:00;79,69
2026-01-20 06:03:00;79,106
2026-01-20 06:04:00;81,534
2026-01-20 06:05:00;79,865
2026-01-20 06:06:00;79,382
2026-01-20 06:07:00;80,488
2026-01-20 06:08:00;80,325
2026-01-20 06:09:00;79,409
2026-01-20 06:10:00;82,259
2026-01-20 06:11:00;82,184
2026-01-20 06:12:00;81,899
2026-01-20 06:13:00;82,856
2026-01-20 06:14:00;77,398
2026-01-20 06:15:00;80,642
2026-01-20 06:16:00;77,96
2026-01-20 06:17:00;81,978
2026-01-20 06:18:00;79,703
2026-01-20 06:19:00;79,063
2026-01-20 06:20:00;78,856
2026-01-20 06:21:00;78,806
2026-01-20 06:22:00;80,912
2026-01-20 06:23:00;79,124
2026-01-20 06:24:00;83,043
2026-01-20 06:25:00;81,853
2026-01-20 06:26:00;79,439
2026-01-20 06:27:00;78,233
2026-01-20 06:28:00;81,644
2026-01-20 06:29:00;83,078
2026-01-20 06:30:00;82,664
2026-01-20 06:31:00;78,579
2026-01-20 06:32:00;80,293
2026-01-20 06:33:00;79,727
2026-01-20 06:34:00;77,857
2026-01-20 06:35:00;80,651
2026-01-20 06:36:00;82,16
2026-01-20 06:37:00;80,773
2026-01-20 06:38:00;81,793
2026-01-20 06:39:00;80,214
2026-01-20 06:40:00;77,364
2026-01-20 06:41:00;78,431
2026-01-20 06:42:00;85,96
2026-01-20 06:43:00;79,349
2026-01-20 06:44:00;79,969
2026-01-20 06:45:00;83,833
2026-01-20 06:46:00;81,408
2026-01-20 06:47:00;79,459
2026-01-20 06:48:00;83,245
2026-01-20 06:49:00;80,336
2026-01-20 06:50:00;81,219
2026-01-20 06:51:00;79,404
2026-01-20 06:52:00;80,464
2026-01-20 06:53:00;80,499
2026-01-20 06:54:00;77,449
2026-01-20 06:55:00;81,739
2026-01-20 06:56:00;79,601
2026-01-20 06:57:00;78,422
2026-01-20 06:58:00;82,758
2026-01-20 06:59:00;77,358
2026-01-20 07:00:00;77,701
2026-01-20 07:01:00;80,676
2026-01-20 07:02:00;78,623
2026-01-20 07:03:00;78,219
2026-01-20 07:04:00;80,41
2026-01-20 07:05:00;82,845
2026-01-20 07:06:00;81,503
2026-01-20 07:07:00;79,692
2026-01-20 07:08:00;79,87
2026-01-20 07:09:00;76,305
2026-01-20 07:10:00;80,555
2026-01-20 07:11:00;77,85
2026-01-20 07:12:00;80,067
2026-01-20 07:13:00;82,853
2026-01-20 07:14:00;82,467
2026-01-20 07:15:00;80,305
2026-01-20 07:16:00;78,158
2026-01-20 07:17:00;78,803
2026-01-20 07:18:00;81,643
2026-01-20 07:19:00;81,995
2026-01-20 07:20:00;79,37
2026-01-20 07:21:00;82,072
2026-01-20 07:22:00;82,491
2026-01-20 07:23:00;79,309
2026-01-20 07:24:00;80,766
2026-01-20 07:25:00;81,565
2026-01-20 07:26:00;79,088
2026-01-20 07:27:00;78,707
2026-01-20 07:28:00;80,438
2026-01-20 07:29:00;78,678
2026-01-20 07:30:00;79,987
2026-01-20 07:31:00;84,607
2026-01-20 07:32:00;82,243
2026-01-20 07:33:00;76,734
2026-01-20 07:34:00;79,557
2026-01-20 07:35:00;80,195
2026-01-20 07:36:00;81,214
2026-01-20 07:37:00;78,102
2026-01-20 07:38:00;83,371
2026-01-20 07:39:00;79,069
2026-01-20 07:40:00;82,22
2026-01-20 07:41:00;81,023
2026-01-20 07:42:00;80,301
2026-01-20 07:43:00;80,715
2026-01-20 07:44:00;82,21
2026-01-20 07:45:00;82,032
2026-01-20 07:46:00;78,783
2026-01-20 07:47:00;82,821
2026-01-20 07:48:00;82,379
2026-01-20 07:49:00;78,571
2026-01-20 07:50:00;80,208
2026-01-20 07:51:00;80,485
2026-01-20 07:52:00;83,838
2026-01-20 07:53:00;85,735
2026-01-20 07:54:00;81,016
2026-01-20 07:55:00;83,886
2026-01-20 07:56:00;82,95
2026-01-20 07:57:00;83,072
2026-01-20 07:58:00;82,391
2026-01-20 07:59:00;79,424
2026-01-20 08:00:00;81,66
2026-01-20 08:01:00;80,678
2026-01-20 08:02:00;80,874
2026-01-20 08:03:00;80,621
2026-01-20 08:04:00;84,255
2026-01-20 08:05:00;80,656
2026-01-20 08:06:00;83,909
2026-01-20 08:07:00;78,046
2026-01-20 08:08:00;86,85
2026-01-20 08:09:00;80,267
2026-01-20 08:10:00;80,867
2026-01-20 08:11:00;80,269
2026-01-20 08:12:00;76,516
2026-01-20 08:13:00;82,146
2026-01-20 08:14:00;80,412
2026-01-20 08:15:00;81,03
2026-01-20 08:16:00;82,228
2026-01-20 08:17:00;83,641
2026-01-20 08:18:00;85,885
2026-01-20 08:19:00;77,67
2026-01-20 08:20:00;84,219
2026-01-20 08:21:00;81,587
2026-01-20 08:22:00;83,811
2026-01-20 08:23:00;81,485
2026-01-20 08:24:00;80,232
2026-01-20 08:25:00;80,719
2026-01-20 08:26:00;80,527
2026-01-20 08:27:00;82,117
2026-01-20 08:28:00;80,857
2026-01-20 08:29:00;80,694
2026-01-20 08:30:00;82,164
2026-01-20 08:31:00;82,029
2026-01-20 08:32:00;81,119
2026-01-20 08:33:00;80,833
2026-01-20 08:34:00;79,492
2026-01-20 08:35:00;81,647
2026-01-20 08:36:00;83,416
2026-01-20 08:37:00;83,081
2026-01-20 08:38:00;80,204
2026-01-20 08:39:00;84,998
2026-01-20 08:40:00;78,935
2026-01-20 08:41:00;81,299
2026-01-20 08:42:00;80,791
2026-01-20 08:43:00;80,977
2026-01-20 08:44:00;80,502
2026-01-20 08:45:00;83,387
2026-01-20 08:46:00;82,556
2026-01-20 08:47:00;79,364
2026-01-20 08:48:00;80,7
2026-01-20 08:49:00;80,108
2026-01-20 08:50:00;78,862
2026-01-20 08:51:00;81,549
2026-01-20 08:52:00;81,964
2026-01-20 08:53:00;82,413
2026-01-20 08:54:00;81,908
2026-01-20 08:55:00;81,88
2026-01-20 08:56:00;82,736
2026-01-20 08:57:00;82,789
2026-01-20 08:58:00;78,885
2026-01-20 08:59:00;84,45
2026-01-20 09:00:00;80,465
2026-01-20 09:01:00;80,41
2026-01-20 09:02:00;79,148
2026-01-20 09:03:00;81,172
2026-01-20 09:04:00;81,881
2026-01-20 09:05:00;80,331
2026-01-20 09:06:00;79,7
2026-01-20 09:07:00;79,845
2026-01-20 09:08:00;83,332
2026-01-20 09:09:00;78,022
2026-01-20 09:10:00;83,101
2026-01-20 09:11:00;78,343
2026-01-20 09:12:00;82,965
2026-01-20 09:13:00;81,486
2026-01-20 09:14:00;83,698
2026-01-20 09:15:00;82,151
2026-01-20 09:16:00;77,137
2026-01-20 09:17:00;78,786
2026-01-20 09:18:00;80,648
2026-01-20 09:19:00;81,596
2026-01-20 09:20:00;79,658
2026-01-20 09:21:00;83,083
2026-01-20 09:22:00;77,902
2026-01-20 09:23:00;83,965
2026-01-20 09:24:00;80,07
2026-01-20 09:25:00;79,218
2026-01-20 09:26:00;82,799
2026-01-20 09:27:00;79,195
2026-01-20 09:28:00;80,29
2026-01-20 09:29:00;80,357
2026-01-20 09:30:00;82,251
2026-01-20 09:31:00;81,959
2026-01-20 09:32:00;83,153
2026-01-20 09:33:00;76,23
2026-01-20 09:34:00;83,156
2026-01-20 09:35:00;76,105
2026-01-20 09:36:00;77,972
2026-01-20 09:37:00;76,389
2026-01-20 09:38:00;79,588
2026-01-20 09:39:00;80,985
2026-01-20 09:40:00;78,326
2026-01-20 09:41:00;82,66
2026-01-20 09:42:00;79,498
2026-01-20 09:43:00;81,389
2026-01-20 09:44:00;77,9
2026-01-20 09:45:00;82,307
2026-01-20 09:46:00;82,762
2026-01-20 09:47:00;82,034
2026-01-20 09:48:00;81,903
2026-01-20 09:49:00;78,486
2026-01-20 09:50:00;78,675
2026-01-20 09:51:00;82,568
2026-01-20 09:52:00;80,632
2026-01-20 09:53:00;80,634
2026-01-20 09:54:00;83,076
2026-01-20 09:55:00;75,279
2026-01-20 09:56:00;83,393
2026-01-20 09:57:00;82,405
2026-01-20 09:58:00;78,282
2026-01-20 09:59:00;82,329
2026-01-20 10:00:00;81,137
2026-01-20 10:01:00;80,668
2026-01-20 10:02:00;81,341
2026-01-20 10:03:00;80,329
2026-01-20 10:04:00;83,052
2026-01-20 10:05:00;79,734
2026-01-20 10:06:00;82,034
2026-01-20 10:07:00;81,075
2026-01-20 10:08:00;79,789
2026-01-20 10:09:00;81,218
2026-01-20 10:10:00;81,15
2026-01-20 10:11:00;83,831
2026-01-20 10:12:00;81,179
2026-01-20 10:13:00;83,831
2026-01-20 10:14:00;78,804
2026-01-20 10:15:00;82,332
2026-01-20 10:16:00;80,609
2026-01-20 10:17:00;80,498
2026-01-20 10:18:00;82,554
2026-01-20 10:19:00;80,766
2026-01-20 10:20:00;80,366
2026-01-20 10:21:00;80,62
2026-01-20 10:22:00;77,323
2026-01-20 10:23:00;81,296
2026-01-20 10:24:00;78,128
2026-01-20 10:25:00;82,711
2026-01-20 10:26:00;81,773
2026-01-20 10:27:00;79,127
2026-01-20 10:28:00;80,418
2026-01-20 10:29:00;79,008
2026-01-20 10:30:00;81,775
2026-01-20 10:31:00;77,766
2026-01-20 10:32:00;81,017
2026-01-20 10:33:00;81,909
2026-01-20 10:34:00;78,748
2026-01-20 10:35:00;82,083
2026-01-20 10:36:00;79,553
2026-01-20 10:37:00;83,232
2026-01-20 10:38:00;78,815
2026-01-20 10:39:00;79,221
2026-01-20 10:40:00;81,397
2026-01-20 10:41:00;87,48
2026-01-20 10:42:00;80,349
2026-01-20 10:43:00;84,787
2026-01-20 10:44:00;76,725
2026-01-20 10:45:00;84,698
2026-01-20 10:46:00;81,178
2026-01-20 10:47:00;83,389
2026-01-20 10:48:00;78,366
2026-01-20 10:49:00;79,477
2026-01-20 10:50:00;80,439
2026-01-20 10:51:00;79,366
2026-01-20 10:52:00;81,987
2026-01-20 10:53:00;82,722
2026-01-20 10:54:00;82,442
2026-01-20 10:55:00;79,27
2026-01-20 10:56:00;81,44
2026-01-20 10:57:00;82,072
2026-01-20 10:58:00;82,746
2026-01-20 10:59:00;81,399
2026-01-20 11:00:00;82,487
2026-01-20 11:01:00;79,635
2026-01-20 11:02:00;81,472
2026-01-20 11:03:00;81,656
2026-01-20 11:04:00;78,71
2026-01-20 11:05:00;80,617
2026-01-20 11:06:00;78,842
2026-01-20 11:07:00;79,699
2026-01-20 11:08:00;79,821
2026-01-20 11:09:00;81,536
2026-01-20 11:10:00;81,987
2026-01-20 11:11:00;78,058
2026-01-20 11:12:00;79,751
2026-01-20 11:13:00;76,761
2026-01-20 11:14:00;78,128
2026-01-20 11:15:00;77,49
2026-01-20 11:16:00;77,999
2026-01-20 11:17:00;79,925
2026-01-20 11:18:00;76,453
2026-01-20 11:19:00;80,065
2026-01-20 11:20:00;79,406
2026-01-20 11:21:00;76,867
2026-01-20 11:22:00;78,798
2026-01-20 11:23:00;82,487
2026-01-20 11:24:00;79,526
2026-01-20 11:25:00;78,419
2026-01-20 11:26:00;76,091
2026-01-20 11:27:00;79,72
2026-01-20 11:28:00;75,96
2026-01-20 11:29:00;81
2026-01-20 11:30:00;72,853
2026-01-20 11:31:00;76,296
2026-01-20 11:32:00;77,456
2026-01-20 11:33:00;78,632
2026-01-20 11:34:00;79,129
2026-01-20 11:35:00;79,478
2026-01-20 11:36:00;77,533
2026-01-20 11:37:00;81,124
2026-01-20 11:38:00;78,812
2026-01-20 11:39:00;77,199
2026-01-20 11:40:00;76,946
2026-01-20 11:41:00;76,579
2026-01-20 11:42:00;77,765
2026-01-20 11:43:00;80,025
2026-01-20 11:44:00;75,608
2026-01-20 11:45:00;79,536
2026-01-20 11:46:00;80,926
2026-01-20 11:47:00;78,111
2026-01-20 11:48:00;76,966
2026-01-20 11:49:00;78,425
2026-01-20 11:50:00;81,193
2026-01-20 11:51:00;79,184
2026-01-20 11:52:00;79,423
2026-01-20 11:53:00;77,606
2026-01-20 11:54:00;78,17
2026-01-20 11:55:00;78,103
2026-01-20 11:56:00;82,3
2026-01-20 11:57:00;78,536
2026-01-20 11:58:00;74,345
2026-01-20 11:59:00;74,528
2026-01-20 12:00:00;79,106
2026-01-20 12:01:00;77,275
2026-01-20 12:02:00;75,164
2026-01-20 12:03:00;79,117
2026-01-20 12:04:00;80,798
2026-01-20 12:05:00;78,795
2026-01-20 12:06:00;77,931
2026-01-20 12:07:00;77,611
2026-01-20 12:08:00;80,182
2026-01-20 12:09:00;77,759
2026-01-20 12:10:00;81,608
2026-01-20 12:11:00;79,219
2026-01-20 12:12:00;77,937
2026-01-20 12:13:00;77,067
2026-01-20 12:14:00;77,678
2026-01-20 12:15:00;77,881
2026-01-20 12:16:00;80,304
2026-01-20 12:17:00;81,151
2026-01-20 12:18:00;73,561
2026-01-20 12:19:00;78,766
2026-01-20 12:20:00;80,232
2026-01-20 12:21:00;77,223
2026-01-20 12:22:00;78,009
2026-01-20 12:23:00;77,52
2026-01-20 12:24:00;80,169
2026-01-20 12:25:00;76,201
2026-01-20 12:26:00;77,078
2026-01-20 12:27:00;78,233
2026-01-20 12:28:00;79,924
2026-01-20 12:29:00;76,359
2026-01-20 12:30:00;76,787
2026-01-20 12:31:00;82,756
2026-01-20 12:32:00;77,133
2026-01-20 12:33:00;80,602
2026-01-20 12:34:00;81,356
2026-01-20 12:35:00;77,293
2026-01-20 12:36:00;81,028
2026-01-20 12:37:00;81,808
2026-01-20 12:38:00;76,99
2026-01-20 12:39:00;77,647
2026-01-20 12:40:00;79,966
2026-01-20 12:41:00;79,721
2026-01-20 12:42:00;75,085
2026-01-20 12:43:00;79,995
2026-01-20 12:44:00;77,463
2026-01-20 12:45:00;78,842
2026-01-20 12:46:00;75,965
2026-01-20 12:47:00;78,597
2026-01-20 12:48:00;78,332
2026-01-20 12:49:00;78,55
2026-01-20 12:50:00;79,156
2026-01-20 12:51:00;79,503
2026-01-20 12:52:00;80,243
2026-01-20 12:53:00;78,209
2026-01-20 12:54:00;81,208
2026-01-20 12:55:00;77,454
2026-01-20 12:56:00;80,264
2026-01-20 12:57:00;80,013
2026-01-20 12:58:00;75,205
2026-01-20 12:59:00;77,251
2026-01-20 13:00:00;77,501
2026-01-20 13:01:00;76,834
2026-01-20 13:02:00;81,873
2026-01-20 13:03:00;78,195
2026-01-20 13:04:00;79,902
2026-01-20 13:05:00;78,026
2026-01-20 13:06:00;78,171
2026-01-20 13:07:00;76,514
2026-01-20 13:08:00;82,046
2026-01-20 13:09:00;80,258
2026-01-20 13:10:00;75,552
2026-01-20 13:11:00;81,636
2026-01-20 13:12:00;78,833
2026-01-20 13:13:00;80,669
2026-01-20 13:14:00;77,273
2026-01-20 13:15:00;76,101
2026-01-20 13:16:00;77,25
2026-01-20 13:17:00;75,919
2026-01-20 13:18:00;77,675
2026-01-20 13:19:00;77,961
2026-01-20 13:20:00;78,057
2026-01-20 13:21:00;77,063
2026-01-20 13:22:00;79,725
2026-01-20 13:23:00;75,745
2026-01-20 13:24:00;76,281
2026-01-20 13:25:00;80,256
2026-01-20 13:26:00;78,597
2026-01-20 13:27:00;78,877
2026-01-20 13:28:00;79,116
2026-01-20 13:29:00;76,6
2026-01-20 13:30:00;82,301
2026-01-20 13:31:00;78,378
2026-01-20 13:32:00;78,393
2026-01-20 13:33:00;79,876
2026-01-20 13:34:00;81,351
2026-01-20 13:35:00;80,208
2026-01-20 13:36:00;77,714
2026-01-20 13:37:00;76,776
2026-01-20 13:38:00;77,454
2026-01-20 13:39:00;79,617
2026-01-20 13:40:00;76,924
2026-01-20 13:41:00;78,203
2026-01-20 13:42:00;78,224
2026-01-20 13:43:00;77,341
2026-01-20 13:44:00;80,38
2026-01-20 13:45:00;78,116
2026-01-20 13:46:00;78,081
2026-01-20 13:47:00;77,163
2026-01-20 13:48:00;79,413
2026-01-20 13:49:00;77,148
2026-01-20 13:50:00;78,699
2026-01-20 13:51:00;78,617
2026-01-20 13:52:00;83,268
2026-01-20 13:53:00;81,371
2026-01-20 13:54:00;78,489
2026-01-20 13:55:00;77,688
2026-01-20 13:56:00;79,891
2026-01-20 13:57:00;76,377
2026-01-20 13:58:00;78,879
2026-01-20 13:59:00;79,124
2026-01-20 14:00:00;78,308
2026-01-20 14:01:00;80,129
2026-01-20 14:02:00;78,544
2026-01-20 14:03:00;80,802
2026-01-20 14:04:00;81,347
2026-01-20 14:05:00;81,516
2026-01-20 14:06:00;74,736
2026-01-20 14:07:00;77,623
2026-01-20 14:08:00;76,522
2026-01-20 14:09:00;78,439
2026-01-20 14:10:00;78,603
2026-01-20 14:11:00;80,214
2026-01-20 14:12:00;77,542
2026-01-20 14:13:00;80,308
2026-01-20 14:14:00;75,947
2026-01-20 14:15:00;77,483
2026-01-20 14:16:00;77,524
2026-01-20 14:17:00;78,253
2026-01-20 14:18:00;78,218
